cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2020-10134,"Pairing in Bluetooth® Core v5.2 and earlier may permit an unauthenticated attacker to acquire credentials with two pairing devices via adjacent access when the unauthenticated user initiates different pairing methods in each peer device and an end-user erroneously completes both pairing procedures with the MITM using the confirmation number of one peer as the passkey of the other. An adjacent, unauthenticated attacker could be able to initiate any Bluetooth operation on either attacked device exposed by the enabled Bluetooth profiles. This exposure may be limited when the user must authorize certain access explicitly, but so long as a user assumes that it is the intended remote device requesting permissions, device-local protections may be weakened.",2020-05-18T00:00:00,6.3,Bluetooth,LE,Bluetooth SIG,Bluetooth Core,v5.2 and earlier,N/A,Pairing process,Permits unauthenticated attacker to acquire credentials by exploiting pairing methods,Unauthenticated user initiates different pairing methods in each peer device and end-user erroneously completes both,Acquire credentials and initiate Bluetooth operations on attacked devices,End-user erroneously completes pairing procedures,User assumes it is the intended remote device requesting permissions,Adjacent,Unauthenticated,Man-in-the-Middle (MITM),Initiate any Bluetooth operation on either attacked device; weaken device-local protections
CVE-2020-2506,"The vulnerability have been reported to affect earlier versions of QTS. If exploited, this improper access control vulnerability could allow attackers to compromise the security of the software by gaining privileges, or reading sensitive information. This issue affects: QNAP Systems Inc. Helpdesk versions prior to 3.0.3.",2020-10-07T00:00:00,7.3,QNAP Systems Inc.,Helpdesk,QNAP Systems Inc.,Helpdesk,prior to 3.0.3,N/A,Improper access control,Improper access control,Exploitation by attackers,Gain privileges or read sensitive information,No,,Remote,Unauthenticated or with minimal privileges,Improper access control,"Compromise the security of the software by gaining privileges, or reading sensitive information"
CVE-2020-9747,"Adobe Animate version 20.5 (and earlier) is affected by a double free vulnerability when parsing a crafted .fla file, which could result in arbitrary code execution in the context of the current user. This vulnerability requires user interaction to exploit.",2020-10-20T00:00:00,7.8,Adobe,Animate,Adobe,Animate,20.5 (and earlier),N/A,parsing a crafted .fla file,double free vulnerability,parsing a crafted .fla file,craft and deliver a malicious .fla file to the user,Opening the crafted .fla file,N/A,Local,User-level privilege,Double free vulnerability,Arbitrary code execution in the context of the current user
CVE-2020-10643,An authenticated remote attacker could use specially crafted URLs to send a victim using PI Vision 2019 mobile to a vulnerable web page due to a known issue in a third-party component.,2020-06-09T00:00:00,6.5,OSIsoft,PI Vision,PI System,PI Vision,2019,N/A,third-party component,a known issue in a third-party component,specially crafted URLs sent to a victim,use specially crafted URLs to direct a user,"Yes, victim needs to access the URL sent by the attacker",,Remote,Authenticated,Potential redirection,Victim could be redirected to a vulnerable web page potentially leading to further exploits
CVE-2020-14521,"Multiple Mitsubishi Electric Factory Automation engineering software products have a malicious code execution vulnerability. A malicious attacker could use this vulnerability to obtain information, modify information, and cause a denial-of-service condition.",2020-07-30T00:00:00,8.3,Mitsubishi Electric,C Controller Interface Module Utility,Mitsubishi Electric,Factory Automation engineering software products,Multiple versions,N/A,N/A,Malicious code execution vulnerability,Exploitation by a malicious attacker,Execute malicious code,N/A,N/A,Remote,N/A,Malicious code execution,"Obtain information, modify information, and cause a denial-of-service condition"
CVE-2020-1130,<p>An elevation of privilege vulnerability exists when the Diagnostics Hub Standard Collector improperly handles data operations. An attacker who successfully exploited this vulnerability could run processes in an elevated context.</p> <p>An attacker could exploit this vulnerability by running a specially crafted application on the victim system.</p> <p>The update addresses the vulnerability by correcting the way the Diagnostics Hub Standard Collector handles data operations.</p>,2020-09-11T17:09:01,6.6,Microsoft,Windows 10 Version 1803,,Diagnostics Hub Standard Collector,,,Diagnostics Hub Standard Collector,improper handling of data operations,Running a specially crafted application on the victim system,Running a specially crafted application,No,,Local,Standard privilege,Elevation of privilege,Run processes in an elevated context
CVE-2020-36194,"An XSS vulnerability has been reported to affect QNAP NAS running QTS and QuTS hero. If exploited, this vulnerability allows attackers to inject malicious code. This issue affects: QNAP Systems Inc. QTS versions prior to 4.5.2.1566 Build 20210202. QNAP Systems Inc. QuTS hero versions prior to h4.5.2.1638 build 20210414. This issue does not affect: QNAP Systems Inc. QTS 4.5.3.",2021-07-01T00:00:00,6.1,QNAP Systems Inc.,QTS,QNAP Systems Inc.,"QTS, QuTS hero","QTS versions prior to 4.5.2.1566 Build 20210202, QuTS hero versions prior to h4.5.2.1638 build 20210414",NAS,Web interface,Improper validation or escaping of user input,Injection of malicious code,Inject malicious code via XSS,"Yes, user must interact with the attacker's crafted input or webpage",QNAP NAS running affected QTS or QuTS hero versions,Remote,Unauthenticated or low-privilege,Cross-Site Scripting (XSS),Execution of arbitrary scripts in the context of the user's session
CVE-2020-35806,"Certain NETGEAR devices are affected by stored XSS. This affects D7800 before 1.0.1.56, R7500v2 before 1.0.3.46, R7800 before 1.0.2.68, RAX120 before 1.0.0.78, RBK22 before 2.3.5.26, RBR20 before 2.3.5.26, RBS20 before 2.3.5.26, RBK40 before 2.3.5.30, RBR40 before 2.3.5.30, RBS40 before 2.3.5.30, RBK50 before 2.3.5.30, RBR50 before 2.3.5.30, RBS50 before 2.3.5.30, and WN3000RPv2 before 1.0.0.78.",2020-12-29T23:37:12,6.0,,,NETGEAR,"D7800, R7500v2, R7800, RAX120, RBK22, RBR20, RBS20, RBK40, RBR40, RBS40, RBK50, RBR50, RBS50, WN3000RPv2",D7800 before 1.0.1.56; R7500v2 before 1.0.3.46; R7800 before 1.0.2.68; RAX120 before 1.0.0.78; RBK22 before 2.3.5.26; RBR20 before 2.3.5.26; RBS20 before 2.3.5.26; RBK40 before 2.3.5.30; RBR40 before 2.3.5.30; RBS40 before 2.3.5.30; RBK50 before 2.3.5.30; RBR50 before 2.3.5.30; RBS50 before 2.3.5.30; WN3000RPv2 before 1.0.0.78,N/A,,N/A,N/A,Exploit stored XSS,Possibly required to view the crafted exploit,,Local,Potentially low privilege,Stored XSS,Cross-site scripting attacks on routers may lead to information theft or manipulation
CVE-2020-35825,"Certain NETGEAR devices are affected by stored XSS. This affects D7800 before 1.0.1.56, R7500v2 before 1.0.3.46, R7800 before 1.0.2.74, R8900 before 1.0.4.28, R9000 before 1.0.4.28, RAX120 before 1.0.0.78, RBK50 before 2.3.5.30, RBR50 before 2.3.5.30, RBS50 before 2.3.5.30, XR500 before 2.3.2.56, and XR700 before 1.0.1.10.",2020-12-29T23:32:34,6.1,,,NETGEAR,Certain NETGEAR devices,"D7800 before 1.0.1.56, R7500v2 before 1.0.3.46, R7800 before 1.0.2.74, R8900 before 1.0.4.28, R9000 before 1.0.4.28, RAX120 before 1.0.0.78, RBK50 before 2.3.5.30, RBR50 before 2.3.5.30, RBS50 before 2.3.5.30, XR500 before 2.3.2.56, XR700 before 1.0.1.10",N/A,N/A,N/A,N/A,Perform stored XSS attack,Possibly required to exploit the vulnerability through a specially crafted payload,N/A,N/A,Possibly authenticated to manage router,Stored Cross-Site Scripting (XSS),Stored XSS may allow attackers to execute scripts on the client side
CVE-2020-25182,"Rockwell Automation ISaGRAF Runtime Versions 4.x and 5.x searches for and loads DLLs as dynamic libraries. Uncontrolled loading of dynamic libraries could allow a local, unauthenticated attacker to execute arbitrary code. This vulnerability only affects ISaGRAF Runtime when running on Microsoft Windows systems.",2022-03-18T18:00:30,6.7,Rockwell Automation,ISaGRAF Runtime,Rockwell Automation,ISaGRAF Runtime,Versions 4.x and 5.x,Microsoft Windows,DLLs as dynamic libraries,Uncontrolled loading of dynamic libraries,The system searches for and loads DLLs,execute arbitrary code,No,Running on Microsoft Windows systems,Local,Unauthenticated,Uncontrolled loading of dynamic libraries,Allow a local attacker to execute arbitrary code
CVE-2020-3927,"An arbitrary-file-access vulnerability exists in ServiSign security plugin, as long as the attackers learn the specific API function, they may access arbitrary files on target system via crafted API parameter.",2020-02-03T00:00:00,8.3,CHANGING,ServiSign Windows versions ,ServiSign,security plugin,N/A,N/A,specific API function,lack of access control in API,crafted API parameter,learn the specific API function and use crafted API parameter,No,N/A,Remote,Unauthenticated,arbitrary-file-access,access arbitrary files on target system
CVE-2020-11056,"In Sprout Forms before 3.9.0, there is a potential Server-Side Template Injection vulnerability when using custom fields in Notification Emails which could lead to the execution of Twig code. This has been fixed in 3.9.0.",2020-05-07T20:50:12,7.4,barrelstrength,Sprout Forms,Sprout,Sprout Forms,before 3.9.0,N/A,custom fields in Notification Emails,improper handling allowing template injection,using custom fields in Notification Emails,execute crafted Twig code,"Yes, if user/admin configures custom fields for email notifications",,Remote,Unauthenticated or authenticated (depending on form access),Server-Side Template Injection,execution of arbitrary Twig code leading to potential full control of the server
CVE-2020-5350,"Dell EMC Integrated Data Protection Appliance versions 2.0, 2.1, 2.2, 2.3, 2.4 contain a command injection vulnerability in the ACM component. A remote authenticated malicious user with root privileges could inject parameters in the ACM component APIs that could lead to manipulation of passwords and execution of malicious commands on ACM component.",2020-03-31T00:00:00,7.9,Dell,Integrated Data Protection Appliance,Dell EMC,Integrated Data Protection Appliance,"versions 2.0, 2.1, 2.2, 2.3, 2.4",N/A,ACM component,command injection vulnerability,inject parameters in the ACM component APIs,manipulation of passwords and execution of malicious commands,No,N/A,Remote,Authenticated user with root privileges,Command Injection,Manipulation of passwords and execution of malicious commands on ACM component
CVE-2020-26180,Dell EMC Isilon OneFS supported versions 8.1 and later and Dell EMC PowerScale OneFS supported version 9.0.0 contain an access issue with the remotesupport user account. A remote malicious user with low privileges may gain access to data stored on the /ifs directory through most protocols.,2020-10-01T00:00:00,6.3,Dell,PowerScale OneFS,Dell EMC,"Isilon OneFS, PowerScale OneFS","Versions 8.1 and later, version 9.0.0",N/A,remotesupport user account,access issue,malicious user with low privileges,gain access to data stored on the /ifs directory,No,,Remote,Low,Access issue,Gain access to data stored on the /ifs directory through most protocols
